机组类型,区域,团队,经销商（KAD）,地区,城市,县级,所属集团,企业名称,纳税人识别号,登记状态,电厂名称/项目名称,地址,投产时间,过去两年Dpal售出(L),投产时间标签,每年涡轮机补加预估KL,每年辅机用油KL,每年总售后用油KL,机组总容量(MW),机组1名称,机组1容量(MW),机组2名称,机组2容量(MW),机组3名称,机组3容量(MW),机组4名称,机组4容量(MW),机组5名称,机组5容量(MW),机组6名称,机组6容量(MW),机组7名称,机组7容量(MW),机组8名称,机组8容量(MW),机组9名称,机组9容量(MW),机组10名称,机组10容量(MW),机组11名称,机组11容量(MW),机组12名称,机组12容量(MW),机组13名称,机组13容量(MW),机组14名称,机组14容量(MW),机组15名称,机组15容量(MW),机组16名称,机组16容量(MW),机组17名称,机组17容量(MW),机组18名称,机组18容量(MW),机组19名称,机组19容量(MW),机组20名称,机组20容量(MW),机组21名称,机组21容量(MW),机组22名称,机组22容量(MW),机组23名称,机组23容量(MW),机组24名称,机组24容量(MW),机组25名称,机组25容量(MW),机组26名称,机组26容量(MW),机组27名称,机组27容量(MW),机组28名称,机组28容量(MW),机组29名称,机组29容量(MW),机组30名称,机组30容量(MW),机组31名称,机组31容量(MW),机组32名称,机组32容量(MW),机组33名称,机组33容量(MW),机组34名称,机组34容量(MW),机组总容量(MW),机组1名称,机组1容量(MW),经度,纬度,机组总容量(MW),机组1名称,机组1容量(MW)
火电-生物质能发电-垃圾焚烧发电,华中,South,,湖北省,宜昌市,夷陵区,中国长江三峡集团有限公司,宜昌市三峡环清能源有限公司,91420506MA49PBUF2T,存续,宜昌市垃圾焚烧发电厂,宜昌市夷陵区鸦鹊岭镇凤凰观村北侧,2023/4/25, -   ,1~5年,0.27,0.53,1,35.00,#1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,111.51523,30.70789,0.00,,
火电-生物质能发电-垃圾焚烧发电,东北,North,,吉林省,通化市,二道江区,中国节能环保集团有限公司,中节能（通化）环保能源有限公司,91220503565076926U,存续,通化市生活垃圾焚烧发电项目,吉林省通化市二道江区吉林省通化市二道江区二道江乡二道江村,2018/10/23, -   ,5~8年,0.12,0.23,0,15.00,#1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.04012,41.78234,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,South,,江西省,抚州市,临川区,中国节能环保集团有限公司,中节能抚州环保能源有限公司,91361002MA35KUL36R,存续,抚州市生活垃圾焚烧发电项目,江西省抚州市临川区抚北工业园区（福银高速以东、展坪乡张科村以南）,2018/12/7,"9,422",5~8年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.27456,28.02489,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,South,,江西省,抚州市,临川区,中国节能环保集团有限公司,中节能抚州环保能源有限公司,91361002MA35KUL36R,存续,抚州市生活垃圾焚烧发电项目二期工程,江西省抚州市临川区抚北工业园区（福银高速以东、展坪乡张科村以南）,2019/12/1,"9,422",5~8年,0.09,0.18,0,12.00,#2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.27456,28.02489,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,South,,江西省,赣州市,龙南市,中国节能环保集团有限公司,中节能（龙南）环保能源有限公司,91360727MA7AXQW62A,存续,中节能（龙南）环保能源有限公司,赣州市龙南市东江乡新圳村,2023/6/28, -   ,1~5年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.82145,24.88712,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,South,,江西省,萍乡市,湘东区,中国节能环保集团有限公司,中节能萍乡环保能源有限公司,91360313098370068U,存续,萍乡市生活垃圾、污泥干化焚烧发电项目,下埠镇杞木村,2017/9/30,"3,463",8~10年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.71234,27.61789,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,South,,江西省,萍乡市,湘东区,中国节能环保集团有限公司,中节能萍乡环保能源有限公司,91360313098370068U,存续,萍乡市生活垃圾、污泥干化焚烧发电项目扩建工程,下埠镇杞木村,2020/6/26,"3,463",5~8年,0.12,0.23,0,15.00,#2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.71234,27.61789,0.00,,
火电-生物质能发电-垃圾焚烧发电,东北,North,,辽宁省,锦州市,北镇市,国家电力投资集团有限公司,北镇中电环保发电有限公司,91210700MA0TQ1D43P,存续,北镇中电环保发电项目,辽宁省锦州市北镇市中安镇高力板村577号,2021/12/31, -   ,1~5年,0.14,0.27,0,18.00,#1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,121.75123,41.34098,0.00,,
火电-生物质能发电-垃圾焚烧发电,东北,North,,辽宁省,铁岭市,铁岭县,国家电力投资集团有限公司,铁岭中电环保发电有限公司,91211200336430645G,存续,铁岭中电环保发电项目新建工程,辽宁省铁岭市铁岭县平顶堡镇建设村,2021/12/30, -   ,1~5年,0.19,0.36,1,24.00,#1、#2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.70543,42.22812,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,济南市,商河县,中国节能环保集团有限公司,中节能（商河）环保能源有限公司,91370126MA3TE2KWXM,存续,商河中节能发电厂,山东省济南市商河县孙集镇十里坞村668号,2022/9/14, -   ,1~5年,0.08,0.15,0,10.00,#1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.29123,37.38098,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,临沂市,兰山区,中国节能环保集团有限公司,中节能（临沂）环保能源有限公司,91371300790357281A,存续,垃圾焚烧发电项目,临沂市大山路西段,2007/11/18,"1,063",>10年,0.19,0.36,1,36.00,#1,24,#2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.28145,35.10123,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,临沂市,兰山区,中国节能环保集团有限公司,中节能（临沂）环保能源有限公司,91371300790357281A,存续,生活垃圾、污泥焚烧综合提升改扩建项目,临沂市大山路西段,2018/5/31,"1,063",5~8年,0.23,0.45,1,30.00,#3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.28145,35.10123,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,临沂市,兰山区,中国节能环保集团有限公司,中节能（临沂）环保能源有限公司,91371300790357281A,存续,中节能（临沂）环保能源有限公司第二垃圾焚烧发电项目,临沂市大山路西段,2020/12/23,"1,063",5~8年,0.27,0.53,1,35.00,#4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.28145,35.10123,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,临沂市,郯城县,中国节能环保集团有限公司,中节能（郯城）环保能源有限公司,91371322348969648X,存续,中节能（郯城）环保能源有限公司,山东省郯城县胜利镇胜利村,2017/7/10,"2,245",8~10年,0.06,0.11,0,15.00,#1汽轮发电机组,7.5,#2汽轮发电机组,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.42345,34.69389,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,青岛市,即墨区,中国节能环保集团有限公司,中节能（即墨）环保能源有限公司,91370282395818367E,存续,即墨市生活垃圾焚烧发电项目,青岛即墨市大信镇新付庄村,2017/4/1,360,8~10年,0.07,0.14,0,18.00,#1,9,#2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.35412,36.35289,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,青岛市,莱西市,中国节能环保集团有限公司,中节能（莱西）环保能源有限公司,91370285MA3EQ9WEXY,存续,莱西市垃圾综合处理项目,山东省青岛市莱西市姜山镇宋家泽口村北,2019/10/30, -   ,5~8年,0.07,0.14,0,18.00,#1,9,#2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.48523,36.65678,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,泰安市,肥城市,中国节能环保集团有限公司,中节能（肥城）环保能源有限公司,91370983MA3CG6Y97F,存续,中节能（肥城）环保能源项目（生活垃圾焚烧发电项目）,山东省肥城市老城街道办事处乔庄村旧址,2019/5/30, -   ,5~8年,0.12,0.23,0,15.00,#1机组,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.79145,36.25712,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,潍坊市,昌乐县,中国节能环保集团有限公司,中节能（昌乐）环保能源有限公司,91370725MA3R13F146,存续,中节能（昌乐）环保能源有限公司,山东省潍坊市昌乐县五图街道昌大路与战备路交叉口西30米路北,2021/11/15, -   ,1~5年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.91356,36.63245,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,烟台市,福山区,中国节能环保集团有限公司,烟台润达垃圾处理运营有限公司,91370600562520091X,存续,烟台润达垃圾焚烧余热发电项目,烟台开发区古现街道上海大街95号,2013/12/3, -   ,>10年,0.07,0.14,0,18.00,#1,9,2#,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,121.13412,37.58543,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,烟台市,福山区,中国节能环保集团有限公司,中节能（烟台）环保能源有限公司,91370600MA3PDW257R,存续,烟台市生活垃圾焚烧发电升级改造项目,开发区上海大街95号,2021/3/24, -   ,1~5年,0.14,0.27,0,18.00,#3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,121.13412,37.58543,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,烟台市,牟平区,中国节能环保集团有限公司,烟台市牟平区垃圾综合处理有限公司,91370612593613397T,存续,烟台市牟平区生活垃圾综合处理发电项目,山东省烟台市牟平区山东省烟台市牟平区牟乳路(S207)17KM路西,2017/11/24, -   ,8~10年,0.06,0.11,0,15.00,#1,7.5,#2,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,121.59678,37.31789,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,North,,山东省,枣庄市,台儿庄区,国家电力投资集团有限公司,枣庄中电环保发电有限公司,91370400MA3MEB1Y3Y,存续,枣庄中电环保发电有限公司,枣庄市台儿庄区泥沟镇堡子村北、薛前路南,2022/7/28, -   ,1~5年,0.08,0.15,0,10.00,#1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.733401,34.655102,0.00,,
火电-生物质能发电-垃圾焚烧发电,西北,West,,陕西省,安康市,汉滨区,中国节能环保集团有限公司,中节能（安康）环保能源有限公司,91610902MAB2XLLG0T,存续,鲤鱼山电厂,陕西省安康市汉滨区五里镇鲤鱼山村,2024/11/11, -   ,1~5年,0.23,0.45,1,30.00,#1/#2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,108.912363,32.684006,0.00,,
火电-生物质能发电-垃圾焚烧发电,西北,West,,陕西省,汉中市,汉台区,中国节能环保集团有限公司,中节能（汉中）环保能源有限公司,91610702MA6YU2YN2D,存续,汉中城市生活垃圾焚烧发电(热电联产)PPP项目,陕西省汉中市汉台区徐望镇五郎村3组10号,2021/2/4, -   ,1~5年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,107.123164,33.137709,0.00,,
火电-生物质能发电-垃圾焚烧发电,西北,West,,陕西省,商洛市,商州区,中国节能环保集团有限公司,中节能（商洛）环保能源有限公司,91611002MA7NCMX815,存续,松岩湾垃圾电厂,陕西省商洛市商州区沙河子镇舒杨村一、二组松岩湾,2024/4/30, -   ,1~5年,0.20,0.38,1,25.00,#1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,110.040464,33.806724,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,成都市,金堂县,中国节能环保集团有限公司,中节能（金堂）环保能源有限公司,91510121MA62PEP972,存续,成都金堂环保发电项目,四川省成都市金堂县淮口镇山西路9号,2020/4/9, -   ,5~8年,0.14,0.27,0,18.00,1#机组,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.578219,30.706227,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,成都市,青白江区,中国节能环保集团有限公司,成都中节能再生能源有限公司,9151011369094215X9,存续,成都市祥福生活垃圾焚烧发电厂,成都市青白江区工业集中发展区同济大道南延线,2012/2/1, -   ,>10年,0.14,0.27,0,36.00,1#成都市祥福生活垃圾焚烧发电厂,18,2#成都市祥福生活垃圾焚烧发电厂,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.298251,30.857006,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,德阳市,旌阳区,国家电力投资集团有限公司,德阳和新环保发电有限责任公司,915106003363945766,存续,德阳市生活垃圾焚烧发电扩建项目,四川省德阳市旌阳区和新镇永兴村16组,2025/2/15, -   ,<1年,0.14,0.27,0,18.00,#1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.311435,31.148080,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,德阳市,旌阳区,国家电力投资集团有限公司,德阳和新环保发电有限责任公司,915106003363945766,存续,德阳市生活垃圾焚烧发电项目,四川省德阳市旌阳区和新镇永兴村16组,2019/8/30, -   ,5~8年,0.09,0.18,0,24.00,旌阳电厂#1发电机组,12,旌阳电厂#2发电机组,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.311435,31.148080,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,南充市,南部县,中国节能环保集团有限公司,中节能（南部县）环保能源有限公司,91511321MA66GQ87X2,存续,南部县生活垃圾焚烧发电项目,四川省南充市南部县四川省南充市南部县南隆街道办古井村,2021/1/6, -   ,1~5年,0.14,0.27,0,18.00,#1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,106.022878,31.308075,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,四川省,资阳市,雁江区,中国节能环保集团有限公司,中节能（资阳）环保能源有限公司,91512000MA64J8MC5W,存续,资阳市生活垃圾环保发电项目,四川省资阳市雁江区四川省资阳市雁江区江河坝村13组,2020/12/31, -   ,5~8年,0.16,0.30,0,20.00,#1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,105.008950,30.049155,0.00,,
火电-生物质能发电-垃圾焚烧发电,华北,North,,天津市,东丽区,东丽区,中国节能环保集团有限公司,中节能（天津）环保能源有限公司,91120110MA06GGFRX2,存续,天津市东丽区生活垃圾综合处理厂PPP项目,天津市东丽区天津市东丽区赤欢路986号,2021/6/11, -   ,1~5年,0.31,0.60,1,80.00,#1,40,#2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.389355,39.222731,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,云南省,红河哈尼族彝族自治州,个旧市,中国节能环保集团有限公司,中节能（红河）环保能源有限公司,91532522MA6K6UY15M,存续,红河州生活垃圾焚烧发电项目,云南省红河州个旧市鸡街镇黑神庙坡工业园区,2021/9/5, -   ,1~5年,0.12,0.23,0,15.00,#1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.191466,23.537529,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,云南省,丽江市,古城区,中国节能环保集团有限公司,中节能（丽江）环保能源有限公司,91530702MA6NMB5A2J,存续,丽江市生活垃圾焚烧发电项目(一期工程),云南省丽江市古城区文化街道,2021/8/27, -   ,1~5年,0.12,0.23,0,15.00,#1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,100.348599,26.952800,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,East,,浙江省,杭州市,滨江区,中国节能环保集团有限公司,杭州绿能环保发电有限公司,913301087392110175,存续,杭州市城市生活垃圾综合处理工程项目,杭州市滨江区浦沿街道山二村风子墩68号,2004/9/30, -   ,>10年,0.06,0.11,0,7.50,#1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.176080,30.160807,0.00,,
火电-生物质能发电-垃圾焚烧发电,华东,East,,浙江省,宁波市,象山县,中国节能环保集团有限公司,中节能（象山）环保能源有限公司,913302253089378448,存续,象山生活垃圾焚烧发电项目,浙江省宁波市象山县象山县东陈乡滨海工业园区旭日路88号,2021/1/23,200,1~5年,0.12,0.23,0,15.00,#1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,121.926110,29.356451,0.00,,
火电-生物质能发电-垃圾焚烧发电,西南,West,,重庆市,云阳县,云阳县,中国节能环保集团有限公司,中节能（云阳县）环保科技有限公司,91500235MABUB2Y57U,存续,云阳垃圾发电厂,重庆市云阳县人和街道千峰村5组,2025/8/20, -   ,<1年,0.16,0.30,0,20.00,#1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,108.619783,30.978230,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,蚌埠市,固镇县,国家电力投资集团有限公司,国能固镇生物发电有限公司,913403236941025618,存续,国能固镇生物发电有限公司生物质发电项目,安徽省蚌埠市固镇县,2010/12/16, -   ,>10年,0.23,0.45,1,30.00,1＃机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.316585,33.318371,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,亳州市,蒙城县,国家电力投资集团有限公司,国能蒙城生物发电有限公司,913416225675332899,存续,国能蒙城生物发电有限公司,小辛集乡,2015/7/30, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.457485,33.235621,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,阜阳市,临泉县,国家电力投资集团有限公司,国能临泉生物发电有限公司,91341221564954889N,存续,国能临泉1*30MW生物质发电项目,安徽省阜阳市临泉县牛庄乡102省道北侧,2015/2/10, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.749331,32.907564,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,阜阳市,临泉县,国家电力投资集团有限公司,国能临泉生物发电有限公司,91341221564954889N,存续,国能临泉生物发电有限公司二期扩建项目,安徽省阜阳市临泉县牛庄乡102省道北侧,2021/9/6, -   ,1~5年,0.27,0.53,1,35.00,#2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.749331,32.907564,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,淮南市,凤台县,国家电力投资集团有限公司,凤台中电生物质发电有限公司,91340400MA2MR49W8R,存续,中电新能源凤台县农林生物质发电项目,安徽省淮南市凤台县杨村镇,2020/6/13, -   ,5~8年,0.23,0.45,1,30.00,#1机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.419453,32.871645,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,淮南市,寿县,国家电力投资集团有限公司,国能寿县生物发电有限公司,913404227830849750,存续,国能寿县生物发电有限公司,安徽省淮南市寿县双桥镇二十铺村,2013/8/31, -   ,>10年,0.23,0.45,1,30.00,单抽冷凝式汽轮发电机,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.721681,32.490102,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,安徽省,六安市,舒城县,中国节能环保集团有限公司,中节能（舒城）生物质能发电有限公司,913415236709494851,存续,中节能（舒城）生物质能发电项目,安徽省舒城县南港镇,2015/2/4, -   ,>10年,0.23,0.45,1,30.00,中国长江动力,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.92348,31.24056,0.00,,
火电-生物质能发电-农林生物质发电,华南,South,,海南省,昌江黎族自治县,昌江黎族自治县,国家电力投资集团有限公司,海南鲁电生物质发电有限公司,91469031MA5RHBNK33,存续,昌江生物质发电项目,海南省昌江黎族自治县叉河镇四纵路,2021/12/31, -   ,1~5年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,109.00612,19.31745,0.00,,
火电-生物质能发电-农林生物质发电,华北,North,,河北省,沧州市,吴桥县,国家电力投资集团有限公司,国能吴桥生物发电有限公司,911309286892806978,存续,国能吴桥生物发电项目,吴桥县经济技术开发区曹洼乡北,2010/11/22, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.51623,37.56841,0.00,,
火电-生物质能发电-农林生物质发电,华北,North,,河北省,秦皇岛市,昌黎县,国家电力投资集团有限公司,国能昌黎生物发电有限公司,91130322MA07U44P8C,存续,国能昌黎1*35MW生物质热电联产工程,河北省秦皇岛市昌黎县工业园区,2020/7/1, -   ,5~8年,0.27,0.53,1,35.00,#1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.16584,39.71822,0.00,,
火电-生物质能发电-农林生物质发电,华北,North,,河北省,石家庄市,晋州市,中国节能环保集团有限公司,河北建投生物发电有限责任公司,911300007840667607,存续,晋州秸秆发电供热示范项目,河北省石家庄晋州市东秀乡,2007/8/1, -   ,>10年,0.09,0.18,0,24.00,#1,12,#2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.00412,38.03156,0.00,,
火电-生物质能发电-农林生物质发电,华北,North,,河北省,邢台市,南宫市,国家电力投资集团有限公司,国能南宫生物发电有限公司,9113058168928142X4,存续,国能南宫生物发电项目,南宫市王道寨乡琉璃庙村北邢德公路北侧,2010/11/15, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.35678,37.37892,0.00,,
火电-生物质能发电-农林生物质发电,华北,North,,河北省,邢台市,威县,国家电力投资集团有限公司,国能威县生物发电有限公司,91130533789843063T,存续,国能威县秸秆热电厂工程项目,邢台市威县仁里集村，106国道西侧,2007/2/6, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.39645,37.07612,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,鹤壁市,浚县,国家电力投资集团有限公司,国能浚县生物发电有限公司,91410621780531426M,存续,国能浚县生物发电有限公司,黎阳工业区,2008/1/1, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.24933,35.75389,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,洛阳市,洛宁县,中国核工业集团有限公司,洛宁新华生物质能发电有限公司,91410328685683456R,存续,洛宁新华生物质能发电有限公司,,2010/10/1, -   ,>10年,0.09,0.18,0,24.00,#1,12,#2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,南阳市,邓州市,中国大唐集团有限公司,大唐河南清洁能源有限责任公司邓州分公司,91411381MAE1NN087C,存续,大唐河南清洁能源有限责任公司邓州分公司,河南省邓州市西环路1408号,2011/9/1, -   ,>10年,0.12,0.23,0,30.00,#1,15,#2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,112.06245,32.68412,0.00,,
